"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1238.27189274842,734.944232805688,60.2351205405972,209.530954548425,157.063549947072,314.55801908334,409.185543774103,505.516204188336,561.906807871869,573.893528734031,655.097249579917,703.670998584686,763.108895463487,883.692580745256,1045.0136328106,1578.36733030667,2472.95725732287,3851.33015175141,5574.46810432575,4950.39949009423,5843.5337683582,7189.81869211976,7495.86527658099,7875.34536661549,7890.84028062087,5500.50364628486,3880.6852276838,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023,7770.594223351,7125.90858368611,nan,nan
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.9050999609733,71.6019298664571,73.419597905038,78.3711982466082,85.3337285829414,50.6133039572301,51.4128737660108,54.0181424731994,54.1949782133959,55.0588388481978,68.7543539111434,69.8982816919288,68.2321917909931,84.2581065778058,93.2240048340913,110.884827490053,115.492131774523,137.448044387076,148.823232512919,186.152273604962,209.805736668168,212.23033189707,216.43619143507,225.209524508283,200.375711827241,228.440542564696,234.281244809988,215.608311467483,201.740400815807,203.578944192449,202.629446176297,204.668258398817,184.868970456447,165.344120319403,161.892584261635,164.915311679326,143.156741187159,160.278342046962,144.456948255536,127.51419578119,134.537861752389,132.159554541932,120.952308575468,111.406682804391,125.194965184533,147.234619294225,161.892755640319,166.162744906755,189.502074570768,199.097633037708,216.727705301976,230.070577369084,231.688496393569,234.843045388828,250.540481111877,280.966831311923,235.286205393908,236.694472592753,224.89939239264,210.236494521532,210.008139902508,214.091455416133,250.634225368744,193.007145564804,nan,nan
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1290.28607216192,1367.78885228138,1457.26516998378,1555.02293182578,1724.01894179056,1859.50998671639,1983.13119821777,2113.82194132888,2251.31575906782,2490.1071730838,2765.89099664794,3082.92798879126,3831.63189999433,4900.96220075866,5733.79813933878,6701.37736052433,7243.04734119583,8426.94695947372,10289.7684173296,11810.6158754725,12864.0025661396,10622.8024830789,9343.86109959618,8846.23429846974,8457.26880316374,8750.81851250536,12170.0406962702,15135.8523116968,16391.093827791,16525.0617432848,20600.3752789827,21041.6606519648,23372.619171015,22283.9360213551,24208.5547931447,28413.8264387368,27489.5551770488,24820.9380503896,25338.4432934904,25252.8019066564,23098.8865077401,23015.0712632462,25006.191397109,30655.2092679024,35429.4077933344,36809.7013403619,38705.1067959147,44319.165448813,48303.397956286,44923.3400135081,44197.393671162,47760.8298776546,44874.1709182123,46964.5946777056,47995.7786961339,40893.804537772,41854.5498296444,44035.3239358548,47487.2100392561,46716.6227467964,45906.2875805246,51655.7883303715,50807.2047084918,54700.9093236712,nan,nan
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.8569246539715,92.085848129765,90.7738610077473,95.7167369761973,99.7850246017255,105.117986938927,107.637211853532,106.58624185995,111.211494175445,110.314794748212,108.848779482547,106.889292742067,127.927157014331,153.609468135703,164.946594142916,196.455786019338,197.726361142541,207.012962247396,249.802926180538,310.651387084352,358.003054209903,319.718185970269,305.0040635075,255.983601560726,238.574457355381,230.434117218913,285.771551064424,324.253765166191,326.179757700303,293.321949550953,371.101604332357,364.689296016645,301.77329696287,387.310054813122,262.129807445074,348.435238914394,369.394384135736,344.550491498963,361.601983057505,525.130597245974,487.424141384242,492.401499509072,546.463829658159,676.002878084282,758.695803786371,779.437777753268,809.147072506221,912.338247188342,1060.60254502099,1024.10277858112,973.244254493089,1059.41358915783,1071.52583567484,1168.92699314206,1204.39918700511,1002.41886882564,1010.53389609187,1054.97408141687,1151.74096952152,1130.82135304977,1197.50136428063,1318.83497843483,1264.70765976655,1394.37330217623,nan,nan
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,69.1502456087615,72.2423787062462,77.1529279288175,78.9087736712073,80.9147887718582,82.0746159924647,82.8360664864243,84.6272011419546,84.9737848392287,86.7555395725224,81.707563219742,84.5149375676447,99.6335814933813,114.137669473515,124.671435503255,152.901529606747,155.485422740659,175.963864454284,223.879111971163,258.501729034845,277.597531370181,248.707973908892,239.019483569339,211.925740542196,187.832224278391,194.063226299244,247.459134637104,280.218092226592,301.129214663833,293.188703727147,338.593759055128,333.70605512636,348.592443894547,324.111576707435,187.21142372606,229.092294496817,242.733171352672,223.853958525611,249.53173292493,292.836958697313,248.908526921752,259.485223380436,285.654087637533,362.373899996953,403.81283743461,441.164148016012,455.513655620024,514.684451177238,619.437533256264,601.569520671859,624.957252224766,725.024767725475,731.470138867833,759.762065168498,764.861675106225,630.124750752312,663.742364842886,709.091535894695,777.465618514048,764.853077774946,825.237038782475,895.535288442991,836.118304593682,882.689810086163,nan,nan
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,82.4812774116354,90.3685786294248,92.5894211769315,94.1423742967849,92.5782977938389,98.6041470420746,104.42205467886,114.209881696109,114.414967470375,125.880311698198,130.218160844955,124.533963099152,87.773765191476,109.691726756912,164.986393602814,249.804254016022,126.693044204437,117.887771379224,158.324255152285,181.130706703135,206.075714312155,224.241392391192,199.595944646851,184.70677287459,193.435020976238,222.22018039634,212.14899385306,231.499584520483,247.901465967332,263.005720827547,283.053737055234,272.064948495878,273.465072520272,280.757274450366,280.603031791216,309.458680823367,371.917937677345,379.284917709635,385.616881752796,388.095684268235,396.670730249751,394.65641001891,393.886422327628,426.74880754362,455.614016909798,480.08585075452,490.388026533289,537.955492792911,613.06204104124,679.211477428056,757.385280361508,837.336944695647,859.680536375497,958.262989798283,1094.46199702838,1224.38647668165,1649.28380858601,1811.08221668646,1965.24372731467,2129.79896954606,2248.85078828233,2482.84917843357,2716.48592677835,2551.01772674142,nan,nan
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2238.80295786574,2234.81481573125,2169.00401089683,1852.81343442802,1963.57267618274,1914.55064658793,2260.4272811545,3132.30136036246,2511.39306259489,2477.0208179596,2366.52982128614,1267.73437541485,1211.98087810931,1278.52511370319,1148.4943993817,2259.25922555221,1470.19259250682,1361.40938439884,1820.44866449942,1659.71861105493,1621.26210738992,1770.90704918691,2092.98288625558,2719.49436859287,3389.68743360274,3899.82596332878,4523.1465578805,5888.77685220636,7271.30338858025,6988.27316296465,6863.66706774052,7857.16706984441,7430.7373804242,7687.71368243317,7912.27484371138,7078.86032298969,7570.93165511708,8381.88134621669,9436.14479876055,9838.60058985384,10198.5388313404,12274.0775950496,13644.201582807,15885.5391311331,nan,nan
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1741.82245407152,1829.74070543315,2205.917004377,2981.09253134976,3873.71629107511,3880.44047162927,5310.19132615533,6358.42084195442,6925.98893207436,7890.82982494874,9732.72587186027,10556.5091718735,10712.1529364009,10598.8427157127,10696.9331055208,9648.65643032674,7776.95657736318,8332.91425406054,8771.7853534009,8833.41134256929,9342.53891401688,10434.1323962786,10460.1583222808,11151.871495742,11629.3595219612,11900.9317778335,12091.7802188235,12254.6662583128,11625.0343768343,12123.3534715368,14214.4836839343,13573.2339887597,13501.4708801425,14486.0269029822,15963.9493171617,17966.1657837625,19267.282615072,20908.4042548073,23299.4992780392,19465.3140745038,21819.3291098099,25032.7867743333,26438.6733230428,26989.7601148469,26451.7965647453,23734.0551143019,23800.001440631,24784.7693514607,26324.4066549559,27259.7438599327,24342.8444554718,27147.8083882286,30616.2610677495,29218.8605634137,nan,nan
Bahamas,BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1459.25353894533,1555.04630358526,1651.21829486338,1759.23657675868,1883.44349106778,2029.52301550644,2239.23963996539,2452.74763198925,2668.01498039262,3026.72757204421,2916.49998378221,3004.34356612542,3013.95016704496,3341.2852169669,3079.74014083821,2840.58965343091,2993.45923795227,3253.37543404956,3720.04057901064,4994.08535249529,5742.58362505698,6028.80641044063,6559.46869259478,7081.38194836084,8201.70133768379,9167.14687502469,9600.599527833,10361.3488079104,10575.797153666,11291.4764472044,11473.3008389353,11082.3528573617,10873.4047501635,10613.0658785813,10991.2346674131,11374.6056703852,11783.797197226,20367.5732702056,21667.448821694,24041.0933188158,24940.0775086078,25371.9237667614,26781.6195938652,26429.1247787663,26650.2934234303,28602.4181869995,29184.7865087908,30051.8489587756,29392.3824416397,27512.9130950084,27473.100430502,27090.8376801379,28552.0242683151,27432.9534269421,28705.6170840548,30289.4022514831,30266.5859220987,31337.1832464755,32124.4051059669,32979.5401279534,25155.6725432789,28682.3270000732,33044.388209429,35896.50510715,nan,nan
Bosnia-Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1742.88262171767,1373.37104472973,1118.17569934079,929.872118717018,337.090896023259,502.365980975339,718.933797141505,913.813399054859,1006.70479669823,1134.60298042083,1338.48059636261,1387.89365131544,1606.54672243362,2033.94700935864,2452.68616839392,2739.61076866057,3166.12865344833,3931.48948737505,4841.69311934649,4539.91863774968,4506.47828548389,4982.69375768263,4693.78899115381,5034.56616016469,5206.06558252,4662.25883724069,4928.5665251728,5345.01985489192,6047.84584261133,6122.3753450882,6130.31133245161,7295.3438240957,7655.59421024383,8638.66620201187,nan,nan
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1706.64091882343,1805.45592531527,1658.08641281239,1589.51011343649,1460.00791360458,1370.69991385664,1452.5071047646,1396.6571872706,1511.25979105507,1210.5874393672,1276.28038121269,1244.37318523431,1479.38066337175,1819.52653114699,2378.33700470129,3126.07176665248,3848.22350300163,4735.48107556066,6376.17569162063,5352.48809190697,6034.67885177216,6527.6593428786,6953.21591683101,7998.0802045456,8341.29014337961,5967.06856034227,5039.77560949445,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888,7994.64806074889,7829.05313660622,nan,nan
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,307.414508338751,320.029476728041,331.704794335727,341.932583787017,356.235408350011,383.186435252354,411.933019943696,426.264071353746,392.282566057727,401.557990513297,441.7894689257,481.04464147376,529.356647508447,618.567502314442,804.777863602367,906.486277401685,729.488780751524,865.792901454885,982.604370174389,1071.443696269,1774.4136989701,1752.51703789335,1629.32322940976,1677.25548155115,1814.18859813551,1754.01108696183,1859.10214020555,2165.89431416265,2405.81116565818,2741.93638439592,2988.64952260263,3192.36526946108,3645.61243670903,3862.7104904003,3879.01374706801,4012.07959009728,4045.69445104845,4016.62941603892,4127.93718607471,4291.83168210625,4729.67080428075,4721.81625660785,4861.74314184267,4962.08962013799,5156.09817143194,5272.74417207961,5527.16775856439,5765.28199932455,5713.28126796797,5401.22963143045,5451.13897172477,5582.22170621269,5709.68918765363,5950.20299917747,6128.14288539305,6154.49593498217,6142.49873185177,6072.58267640581,6031.28139580144,6190.04792278445,5227.19363786168,6122.61158580079,7068.45478269722,7459.99815132837,nan,nan
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1715.31463229719,1773.99531572479,1824.18228260132,1821.79091310101,1986.64081017022,2064.85324792988,2369.47294680018,2722.46233388537,2975.95428934212,3214.04903909874,3574.16928861945,4012.77396544186,4458.08003333144,5090.09179163676,5891.88781664656,6493.6287150144,7259.91355008457,8383.03139417126,8904.94282345455,9664.21884634789,11426.6012333948,13687.7980628553,14442.7902256054,16236.741698158,17866.9174355163,18713.8825139071,20996.9767217163,23042.7435883764,24958.1127004004,26282.6240963434,27665.525808301,28195.7091611479,28761.9634632835,30950.0799102285,31543.0634861641,34115.3445553204,45063.6149332085,48736.6768034299,51629.2814855126,54388.3417315621,56542.9569455727,59490.2452034202,63358.5658652763,67106.8028083224,71692.1589001679,77628.103522508,97781.4558996721,107395.651483891,110268.562401264,104711.712420357,104111.824244802,99049.0169927667,100213.493385287,101704.40746217,100961.576602811,104855.366822135,108747.356144305,112339.425587467,113204.82210838,115798.040775578,106973.175732348,112712.025120653,120897.311155385,125841.602522489,nan,nan
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,100.815082854737,107.443477717784,115.079059551545,121.353276906598,133.876179179232,145.58711267745,157.754997559262,174.31274303611,193.51655736171,205.054759498469,219.353189499224,231.058296704132,267.89413451881,257.341859802045,418.379384665927,468.298148198972,519.994688476886,600.288223118602,683.142437042195,801.033733989315,772.779523867405,981.381288967307,930.593009773204,880.46117954446,982.081210248484,838.080051738814,604.257338303133,649.708769442851,672.607172751221,675.469993900788,682.67681029538,733.935487602519,759.57113496365,756.637016048451,774.035669644318,852.754034861444,922.113259069714,970.351843368594,1022.14506519545,979.344494964572,975.777060358751,930.168227214313,888.221328974352,893.013760211149,953.191893246277,1020.12326200737,1202.71150446327,1354.54905949929,1692.67248455876,1731.18172112209,1929.78373077158,2315.52121930607,2575.59857098084,2870.02377000756,3041.43503118107,2996.01289804214,3035.8734778704,3306.30301176558,3500.72642189371,3503.8960106182,3099.94219044572,3384.84486479247,3643.92826968677,3686.27996490544,nan,nan
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,235.266009502589,231.564063269854,250.200572910273,294.169619376733,257.259726897671,268.028760553723,328.343791519407,351.472600370379,373.925432639683,399.49841913391,443.799484982738,500.001988983361,583.492034946156,814.731780553415,1044.76980947499,1200.55823714607,1389.74952306555,1562.29143045708,1732.50012204556,1869.7133759549,1958.57159232662,2079.70908377484,2137.6250359394,1461.25582714178,1419.73154606978,1556.1297180511,1854.03775211919,2006.00226235757,2140.65027561164,2818.99277980122,3117.73534721624,2257.6092968885,2127.31642731638,2348.88247685352,3298.71250747787,4756.74840785403,5179.13052002464,5299.39630404412,5105.89099544117,3493.57162513699,3766.54811466032,3176.28935747524,2855.94018885769,3090.6070097455,3663.823188064,4827.78173052472,5934.1447107274,7409.69130727951,8908.33176567294,8678.65922498836,11403.2821284616,13396.6243566047,12521.7213530369,12458.891214816,12274.9939689363,8936.19661756825,8836.28652636996,10080.5092817775,9300.66164936497,9029.83326742175,7074.19378281866,7972.53665048385,9281.33334441234,10294.866680778,nan,nan
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,346.575456648924,366.135498932152,377.438456208614,420.504389363287,413.625431992887,433.228679580703,462.028452362603,508.128570592714,505.889066146294,566.833205048027,666.475008721385,749.801293322509,856.072102177747,1041.72980875599,1243.3542287421,1601.18883256516,1733.64540764741,1967.59344395667,2197.89906243719,2667.90751006045,4024.58856621204,4416.71519879857,4598.7626399513,4866.35999061756,5283.57944099441,5509.8746029115,6031.35860779383,6624.59939505809,7032.65370811416,7772.55022803365,7781.40573306125,7790.26229439159,7519.20143544898,7904.70762426389,8223.16681181719,8460.47380869104,9011.77884838722,9521.57127377123,10734.3637242884,11244.3087668392,11674.6736471764,11639.5160522054,11760.4524736133,12075.9587020649,12886.3665272467,14214.4202213572,15619.6005955511,17235.4396434785,17565.6929970592,16294.9099491834,18860.3833703309,19345.9953139542,19034.0708028512,19308.0091116993,19277.9423599235,18954.2913724506,19065.8069800213,19692.7606711615,20055.915870771,20583.7265786414,18347.1109131055,18696.7858952957,22164.0260273876,23804.0249914995,nan,nan
Brunei,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,nan,nan,nan,nan,nan,1028.88450343084,1145.70592233266,1148.84303232869,1274.0903793851,1226.43698889034,1325.15598362979,1432.16600656705,1904.66760457331,2938.85095702716,15194.792305663,15793.1312553958,18671.3624129294,21746.8559126458,23446.5341231193,33501.2782714145,58005.3424763282,48793.4422577232,45074.5499241983,38720.0939254718,36061.3815259405,31827.4059557344,18500.5408625966,21029.7189772961,18824.7637309359,20090.0690184766,23658.7166330381,23932.1897530199,23450.8964414887,22397.073791312,22766.5871897245,26443.2564321071,25692.235637475,25522.3975481543,17769.2463626025,19752.2013169229,20130.2571493081,18287.8271687345,18621.2922677806,20677.9001224663,24423.0947731021,29386.2703597208,34674.7995990594,36217.3291010089,42156.5685216979,30946.4674272953,34937.5555174068,46382.8274456238,46968.5971144517,44003.0644293856,41026.508391054,30625.128732694,26663.2973199878,28024.3824618568,30988.1190497851,30426.5730284202,26834.3592463839,31006.9636220576,36632.9280421411,32962.9065121916,nan,nan
